"","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP"
"476",25,9,"UP","0925MA038",NA,NA,"","",25,9,"UP","0925MA038","","",25,9,26,8,41,"PM",12,0,0,0,"0","","NORTH LITTLE ROCK","341.5",5,71
"477",25,9,"TGS","092025B",NA,NA,"","",25,9,"TGS","092025B","","",25,9,29,4,26,"AM",5,0,0,0,"0","","BAYTOWN","",48,65
"478",25,8,"FWWR","25082201",25,8,"UP","0825TO025",25,8,"FWWR","25082201","","",25,8,22,12,40,"PM",1,0,0,0,"0","","FORT WORTH","611",48,88
"479",25,8,"GSWR","GSW271125D",NA,NA,"","",25,8,"GSWR","GSW271125D","","",25,8,11,9,50,"AM",1,0,0,0,"0","","EUFAULA","334",1,83
"480",25,8,"NS","161113",NA,NA,"","",25,8,"NS","161113","","",25,8,29,3,25,"PM",12,0,0,0,"0","","DECATUR","D374.0",17,70
"481",25,8,"NS","161113",NA,NA,"","",25,8,"NS","161113","","",25,8,29,3,25,"PM",12,0,0,0,"0","","DECATUR","D374.0",17,70
"482",25,8,"CNRW","1728594",NA,NA,"","",25,8,"BRC","14934","","",25,8,9,2,40,"PM",1,0,0,0,"0","","BEDFORD PARK","17.8",17,93
"483",25,8,"NS","161047",NA,NA,"","",25,8,"NS","161047","","",25,8,28,9,30,"PM",12,0,0,0,"0","","CONWAY","PC023.",42,60
"484",25,8,"NS","161047",NA,NA,"","",25,8,"NS","161047","","",25,8,28,9,30,"PM",12,0,0,0,"0","","CONWAY","PC023.",42,60
"485",25,8,"CSX","000226852",NA,NA,"","",25,8,"CSX","000226852","","",25,8,30,1,0,"PM",12,0,0,0,"0","","CUMBERLAND","0178.0",24,70
"486",25,8,"CSX","000226700",NA,NA,"","",25,8,"CSX","000226700","","",25,8,20,12,45,"AM",12,1,0,0,"0","","BIRMINGHAM","0389.0",1,75
"487",25,8,"PTRA","2025030",NA,NA,"","",25,8,"PTRA","2025030","","",25,8,27,6,30,"PM",1,3,3,0,"0","","DEER PARK","14.1",48,80
"488",25,8,"BNSF","RD0825209",NA,NA,"","",25,8,"BNSF","RD0825209","","024361X",25,8,25,11,30,"AM",7,0,0,0,"0","","CONROE","73.8",48,90
"489",25,8,"SKOL","250828002",NA,NA,"","",25,8,"SKOL","250828002","","",25,8,28,7,5,"AM",1,0,0,0,"0","","MOUND VALLEY","376.9",20,84
"490",25,8,"SKOL","250810002",NA,NA,"","",25,8,"SKOL","250810002","","",25,8,10,1,40,"PM",1,0,0,0,"0","","CHERRYVALE","3.1",20,92
"491",25,8,"BNSF","KS0825121",NA,NA,"","",25,8,"TXNW","ZZZZZZZZZZ","","",25,8,30,4,0,"AM",1,0,0,0,"0","","DUMAS","63.7",48,65
"492",25,8,"CSX","000228217",25,8,"ATK","188363",25,8,"CSX","000228217","","",25,8,25,5,0,"PM",9,0,0,0,"0","","DOSWELL","0021.0",51,86
"493",25,8,"NTZR","NTZR1",NA,NA,"","",25,8,"NTZR","NTZR1","","309803R",25,8,6,3,25,"PM",7,0,0,0,"0","","BUDE","110",28,94
"494",25,8,"BNSF","RD0825121",NA,NA,"","",25,8,"BNSF","RD0825121","","",25,8,16,7,28,"PM",1,0,0,0,"0","","SAN ANTONIO","222.6",48,94
"495",25,8,"BNSF","KS0825101",NA,NA,"","",25,8,"BNSF","KS0825101","","",25,8,1,2,21,"AM",13,2,2,0,"0","","KANSAS CITY","6.5",20,71
"496",25,8,"UP","0825PN006",NA,NA,"","",25,8,"UP","0825PN006","","",25,8,6,4,55,"PM",12,0,0,0,"0","","STANFIELD","186.27",41,81
"497",25,8,"WATX","250826005",NA,NA,"","",25,8,"WATX","250826005","","",25,8,26,9,0,"PM",1,9,9,0,"0","","HOUSTON","1",48,83
"498",25,8,"UP","0825PN006",NA,NA,"","",25,8,"UP","0825PN006","","",25,8,6,4,55,"PM",12,0,0,0,"0","","STANFIELD","186.27",41,81
"499",25,8,"ARS","250812005",NA,NA,"","",25,8,"ARS","250812005","","",25,8,12,1,45,"AM",1,0,0,0,"0","","HEAVENER","5.1",40,72
"500",25,8,"UP","0825HL010",25,8,"ATK","188244",25,8,"UP","0825HL010","","441992X",25,8,17,4,59,"PM",7,0,0,0,"0","","PLEASANT HILL","246.84",29,99
"501",25,8,"UP","0825PN023",NA,NA,"","",25,8,"UP","0825PN023","","",25,8,28,7,0,"PM",6,0,0,0,"0","","STANFIELD","186.24",41,93
"502",25,8,"UP","0825PN022",NA,NA,"","",25,8,"UP","0825PN022","","",25,8,25,12,20,"AM",13,0,0,0,"0","","ONTARIO","498",41,75
"503",25,8,"UP","0825MA026",NA,NA,"","",25,8,"BNSF","HL0825120","","",25,8,27,3,43,"PM",1,0,0,0,"0","","MEMPHIS","483.0",47,81
"504",25,8,"NS","160939",NA,NA,"","",25,8,"NS","160939","","",25,8,16,3,5,"PM",1,15,0,0,"0","","HARRISBURG","112",42,86
"505",25,8,"UP","0825HO017",NA,NA,"","",25,8,"UP","0825HO017","","",25,8,14,1,0,"PM",1,0,0,0,"0","","HOUSTON","179.65",48,89
"506",25,8,"CRSH","147055",25,8,"CSX","000226849",25,8,"CRSH","147055","","",25,8,30,5,30,"AM",1,0,0,0,"0","","NEWARK","1",34,58
"507",25,8,"PATH","PATH0869F",NA,NA,"","",25,8,"PATH","PATH0869F","","NOTASGN",25,8,4,6,18,"AM",11,0,0,0,"0","","JERSEY CITY","1264.0",34,74
"508",25,8,"TSWS","9128052025",NA,NA,"","",25,8,"TSWS","9128052025","","",25,8,5,12,28,"PM",1,0,0,0,"0","","JOLIET","",17,72
"509",25,8,"CSX","000226604",NA,NA,"","",25,8,"CSX","000226604","","348361U",25,8,15,3,51,"PM",7,0,0,0,"0","","TREZEVANT","0273.3",47,90
"510",25,8,"UP","0825RM019",NA,NA,"","",25,8,"UP","0825RM019","","",25,8,16,7,0,"PM",12,0,0,0,"0","","OGDEN","991.26",49,90
"511",25,8,"UP","0825MA012",NA,NA,"","",25,8,"UP","0825MA012","","",25,8,13,11,45,"PM",12,1,0,0,"0","","NORTH LITTLE ROCK","341.35",5,76
"512",25,8,"LSRC","D250819",NA,NA,"","",25,8,"LSRC","D250819","","",25,8,19,5,25,"PM",1,0,0,0,"0","","FLINT","27.3",26,73
"513",25,8,"UP","0825GP012",25,8,"BNSF","PR0825107",25,8,"UP","0825GP012","","",25,8,6,10,15,"PM",1,27,0,0,"0","","DENVER","0.57",8,79
"514",25,8,"UP","0825MA025",NA,NA,"","",25,8,"UP","0825MA025","","794618E",25,8,27,3,45,"PM",7,0,0,0,"0","","HALLSVILLE","79.8",48,91
"515",25,8,"UP","0825RM019",NA,NA,"","",25,8,"UP","0825RM019","","",25,8,16,7,0,"PM",12,0,0,0,"0","","OGDEN","991.26",49,90
"516",25,8,"CSX","000226792",NA,NA,"","",25,8,"CSX","000226792","","",25,8,27,2,20,"AM",1,0,0,0,"0","","BUFFALO","0002.0",36,57
"517",25,8,"CSX","000226542",NA,NA,"","",25,8,"CSQZ","INDUSTRY","","",25,8,12,11,30,"AM",1,0,0,0,"0","","SAVANNAH","0500.0",13,90
"518",25,8,"NS","160974",NA,NA,"","",25,8,"NS","160974","","",25,8,20,2,0,"PM",1,0,0,0,"0","","MILL CREEK","196",42,75
"519",25,8,"BNSF","PR0825108",NA,NA,"","",25,8,"AMAQ","INDUSTRY","","",25,8,8,4,43,"PM",1,0,0,0,"0","","GILLETTE","16.3",56,78
"520",25,8,"UP","0825MA005",NA,NA,"","",25,8,"UP","0825MA005","","",25,8,8,3,45,"PM",12,0,0,0,"0","","NORTH LITTLE ROCK","341.5",5,96
"521",25,8,"CSX","000226850",NA,NA,"","",25,8,"CSX","000226850","","350404K",25,8,29,12,40,"PM",7,0,0,0,"0","","CHAPEL HILL","0226.3",47,82
"522",25,8,"NS","160889",NA,NA,"","",25,8,"NS","160889","","",25,8,9,5,15,"PM",12,0,0,0,"0","","KING OF PRUSSIA","20",42,86
"523",25,8,"BNSF","KS0825112",NA,NA,"","",25,8,"BNSF","KS0825112","","",25,8,11,11,15,"PM",13,0,0,0,"0","","LAWRENCE","30.2",20,73
"524",25,8,"BNSF","KS0825112",NA,NA,"","",25,8,"BNSF","KS0825112","","",25,8,11,11,15,"PM",13,0,0,0,"0","","LAWRENCE","30.2",20,73
"525",25,8,"TNER","TNE278625D",NA,NA,"","",25,8,"TNER","TNE278625D","","",25,8,20,11,30,"AM",1,0,0,0,"0","","HOOKS","10.63",48,85
"526",25,8,"PNWR","PNW270625D",NA,NA,"","",25,8,"PNWR","PNW270625D","","",25,8,9,12,20,"PM",1,0,0,0,"0","","NORTH PLAINS","21.9",41,77
"527",25,8,"UP","0825HL007",NA,NA,"","",25,8,"UP","0825HL007","","",25,8,10,3,15,"PM",1,0,0,0,"0","","HUTCHINSON","242.55",20,86
"528",25,8,"CRSH","147053",NA,NA,"","",25,8,"CRSH","147053","","",25,8,20,2,0,"PM",1,0,0,0,"0","","NEWARK","1",34,75
"529",25,8,"UP","0825SX008",NA,NA,"","",25,8,"ZHMU","INDUSTRY","","",25,8,12,2,0,"AM",12,0,0,0,"0","","NEW BRAUNFELS","236.05",48,82
"530",25,8,"UP","0825TO012",NA,NA,"","",25,8,"FWWR","25081401","","",25,8,14,2,10,"PM",1,1,0,0,"0","","FORT WORTH","611.24",48,97
"531",25,8,"UP","0825SX019",NA,NA,"","",25,8,"UP","0825SX019","","",25,8,24,6,34,"PM",1,0,0,0,"0","","COLUMBUS","87.0",48,92
"532",25,8,"UP","0825TO001",NA,NA,"","",25,8,"UP","0825TO001","","796064K",25,8,1,3,18,"PM",7,0,0,0,"0","","TYE","413.72",48,89
"533",25,8,"NS","160889",NA,NA,"","",25,8,"NS","160889","","",25,8,9,5,15,"PM",12,71,2,0,"0","","KING OF PRUSSIA","20",42,86
"534",25,8,"BNSF","CH0825101",NA,NA,"","",25,8,"BNSF","CH0825101","","",25,8,1,3,45,"AM",1,0,0,0,"0","","GALESBURG","163.6",17,67
"535",25,8,"BNSF","CH0825101",NA,NA,"","",25,8,"BNSF","CH0825101","","",25,8,1,3,45,"AM",1,12,1,0,"0","","GALESBURG","163.6",17,67
"536",25,8,"UP","0825TO004",NA,NA,"","",25,8,"UP","0825TO004","","",25,8,6,1,47,"AM",12,1,1,0,"0","","FORT WORTH","249.8",48,79
"537",25,8,"UP","0825HO030",NA,NA,"","",25,8,"UP","0825HO030","","",25,8,24,4,3,"PM",12,0,0,0,"0","","HOUSTON","357.2",48,95
"538",25,8,"UP","0825HO030",NA,NA,"","",25,8,"UP","0825HO030","","",25,8,24,4,3,"PM",12,0,0,0,"0","","HOUSTON","357.2",48,95
"539",25,8,"NS","160961",NA,NA,"","",25,8,"NS","160961","","",25,8,18,7,10,"PM",12,0,0,0,"0","","CONWAY","PC023.",42,78
"540",25,8,"UP","0825TO004",NA,NA,"","",25,8,"UP","0825TO004","","",25,8,6,1,47,"AM",12,1,1,0,"0","","FORT WORTH","249.8",48,79
"541",25,8,"UP","0825HO029",NA,NA,"","",25,8,"UP","0825HO029","","",25,8,22,7,30,"PM",1,0,0,0,"0","","HOUSTON","358.81",48,83
"542",25,8,"UP","0825HO016",NA,NA,"","",25,8,"UP","0825HO016","","743650H",25,8,15,8,17,"AM",7,0,0,0,"0","","HOUSTON","8.49",48,82
"543",25,8,"UP","0825TO008",NA,NA,"","",25,8,"UP","0825TO008","","",25,8,12,2,0,"PM",1,24,19,0,"0","","GORDON","316.56",48,88
"544",25,8,"UP","0825TO025",NA,NA,"","",25,8,"FWWR","25082201","","",25,8,22,12,40,"PM",1,0,0,0,"0","","FORT WORTH","611.5",48,81
"545",25,8,"UP","0825TO025",NA,NA,"","",25,8,"FWWR","25082201","","",25,8,22,12,40,"PM",1,0,0,0,"0","","FORT WORTH","611.5",48,81
"546",25,8,"SJVR","SJV266825O",25,8,"BNSF","CA-0825103",25,8,"SJVR","SJV266825O","","",25,8,4,7,3,"AM",1,0,0,0,"0","","BAKERSFIELD","113.7",6,73
"547",25,8,"BNSF","CA0825101",NA,NA,"","",25,8,"ARZC","ARZ267025O","","",25,8,1,10,0,"AM",1,0,0,0,"0","","CADIZ","189.6",6,108
"548",25,8,"CNRW","1729210",NA,NA,"","",25,8,"CNRW","1729210","","",25,8,26,4,19,"PM",12,0,0,0,"0","","GARY","45.4",18,73
"549",25,8,"EIRR","250827007",NA,NA,"","",25,8,"EIRR","250827007","","",25,8,27,8,40,"AM",1,15,0,0,"0","","MINIDOKA","1.9",16,75
"550",25,8,"GRW","GRW0020F",NA,NA,"","",25,8,"GRW","GRW0020F","","",25,8,16,3,8,"AM",1,0,0,0,"0","","GARY","0",18,79
"551",25,8,"NICD","N2500037",NA,NA,"","",25,8,"NICD","N2500037","","",25,8,18,9,30,"PM",13,0,0,0,"0","","OGDEN DUNES","51",18,68
"552",25,8,"SQSC","SQSC25002",25,8,"USG","INDUSTRY",25,8,"USG","INDUSTRY","","",25,8,7,8,20,"AM",1,0,0,0,"0","","BRIDGEPORT","",1,80
"553",25,8,"EIRR","250815005",NA,NA,"","",25,8,"EIRR","250815005","","",25,8,15,7,57,"PM",1,1,1,0,"0","","MINIDOKA","0.25",16,75
"554",25,8,"BNSF","MT0825110",NA,NA,"","",25,8,"BNSF","MT0825110","","",25,8,25,4,20,"AM",1,2,0,0,"0","","HAVRE","429.9",30,48
"555",25,8,"BNSF","CA0825103",25,8,"SJVR","SJV266825O",25,8,"BNSF","CA0825103","","",25,8,4,7,3,"AM",1,15,0,0,"0","","BAKERSFIELD","888.7",6,88
"556",25,8,"CNRW","1729210",NA,NA,"","",25,8,"CNRW","1729210","","",25,8,26,4,19,"PM",12,2,2,0,"0","","GARY","45.4",18,73
"557",25,8,"NS","160891",NA,NA,"","",25,8,"NS","160891","","",25,8,10,9,37,"AM",1,6,0,0,"0","","TYRONE","PT223.",42,84
"558",25,8,"NS","160821",NA,NA,"","",25,8,"NS","160821","","",25,8,1,12,54,"AM",13,13,0,0,"0","","BRISTOL","408.2",51,75
"559",25,8,"CNRW","1729280",NA,NA,"","",25,8,"CNRW","1729280","","",25,8,28,5,15,"PM",1,0,0,0,"0","","GARY","45",18,71
"560",25,8,"CPDR","CPD270925D",NA,NA,"","",25,8,"CPDR","CPD270925D","","",25,8,10,5,15,"AM",1,0,0,0,"0","","LAURENS","555.7",45,72
"561",25,8,"FWWR","25081401",25,8,"UP","0825TO012",25,8,"FWWR","25081401","","",25,8,14,2,55,"PM",1,0,0,0,"0","","FORT WORTH","611",48,97
"562",25,8,"CSX","000226411",NA,NA,"","",25,8,"CSX","000226411","","",25,8,5,7,45,"AM",12,0,0,0,"0","","CINCINNATI","0007.0",39,80
"563",25,8,"CSX","000226411",NA,NA,"","",25,8,"CSX","000226411","","",25,8,5,7,45,"AM",12,0,0,0,"0","","CINCINNATI","0007.0",39,80
"564",25,8,"BNSF","RD0825123",NA,NA,"","",25,8,"BNSF","RD0825123","","",25,8,17,7,50,"PM",1,0,0,0,"0","","TULSA","426.4",40,80
"565",25,8,"BNSF","RD0825137",NA,NA,"","",25,8,"XCXE","INDUSTRY","","",25,8,31,11,30,"AM",1,0,0,0,"0","","THOMPSONS","3.0",48,89
"566",25,8,"UP","0825HO034",NA,NA,"","",25,8,"XONW","INDUSTRY","","",25,8,27,3,21,"PM",9,10,1,0,"0","","CORPUS CHRISTI","147.66",48,89
"567",25,8,"CSX","000226852",NA,NA,"","",25,8,"CSX","000226852","","",25,8,30,1,0,"PM",12,0,0,0,"0","","CUMBERLAND","0178.0",24,70
"568",25,8,"NSCR","NS2025003",25,8,"BNSF","TC0825201",25,8,"BNSF","TC0825201","","085928S",25,8,22,7,7,"AM",7,0,0,0,"0","","COON RAPIDS","",27,71
"569",25,8,"UP","0825GL040",NA,NA,"","",25,8,"UP","0825GL040","","",25,8,13,8,0,"AM",13,0,0,0,"0","","MANKATO","81.77",27,65
"570",25,8,"UP","0825GL041",NA,NA,"","",25,8,"UP","0825GL041","","",25,8,12,8,0,"AM",13,0,0,0,"0","","BREWSTER","171.53",27,65
"571",25,8,"BNSF","TC0825113",NA,NA,"","",25,8,"BNSF","TC0825113","","",25,8,31,1,1,"AM",1,0,0,0,"0","","FRIDLEY","13.9",27,65
"572",25,8,"NS","160861",NA,NA,"","",25,8,"NS","160861","","",25,8,6,1,0,"PM",1,0,0,0,"0","","BUTNER","073.40",37,73
"573",25,8,"KRR","KRR271225D",NA,NA,"","",25,8,"KRR","KRR271225D","","",25,8,8,1,30,"PM",1,0,0,0,"0","","ASHDOWN","766.4",5,95
"574",25,8,"CSX","000226853",NA,NA,"","",25,8,"CSX","000226853","","",25,8,30,9,4,"PM",1,7,3,1,"0","","LOUISVILLE","0006.0",21,60
"575",25,8,"CSX","000226790",NA,NA,"","",25,8,"CSX","000226790","","",25,8,26,8,50,"PM",1,0,0,0,"0","","MONTGOMERY","0489.0",1,82
"576",25,8,"UP","0825RM009",NA,NA,"","",25,8,"UP","0825RM009","","",25,8,12,10,24,"AM",1,5,0,0,"0","","GREEN RIVER","816.8",56,63
"577",25,8,"BNSF","TC0825104",NA,NA,"","",25,8,"BNSF","TC0825104","","",25,8,5,10,34,"AM",1,0,0,0,"0","","BROOKSTON","57.9",27,78
"578",25,8,"UP","0825GL020",NA,NA,"","",25,8,"UP","0825GL020","","",25,8,17,11,15,"AM",13,0,0,0,"0","","SOUTH ST PAUL","348.71",27,73
"579",25,8,"BNSF","TC0825113",NA,NA,"","",25,8,"BNSF","TC0825113","","",25,8,31,1,1,"AM",1,0,0,0,"0","","FRIDLEY","13.9",27,65
"580",25,8,"CSX","000226433",NA,NA,"","",25,8,"CSX","000226433","","",25,8,5,4,0,"AM",1,0,0,0,"0","","CARMEL","0075.3",23,60
"581",25,8,"MNCW","86136",NA,NA,"","",25,8,"MNCW","86136","","",25,8,24,6,5,"PM",1,0,0,0,"0","","STAMFORD","33.3",9,73
"582",25,8,"UP","0825TO030",NA,NA,"","",25,8,"ZHMU","INDUSTRY","","",25,8,29,1,10,"AM",1,0,0,0,"0","","TERRELL","186.92",48,73
"583",25,8,"CCET","CCET0525",NA,NA,"","",25,8,"CCET","CCET0525","","",25,8,15,2,0,"PM",1,0,0,0,"0","","MOUNT ORAB","40.8",39,90
"584",25,8,"UP","0825GL026",NA,NA,"","",25,8,"UP","0825GL026","","",25,8,20,4,0,"PM",1,6,0,0,"0","","MASON CITY","0.48",19,79
"585",25,8,"ATK","187962",NA,NA,"","",NA,NA,"BNSF","","","028706E",25,8,1,9,19,"AM",7,0,0,0,"0","","WINTON","1065.2",6,68
"586",25,8,"BNSF","TC0825113",NA,NA,"","",25,8,"BNSF","TC0825113","","",25,8,31,1,1,"AM",1,0,0,0,"0","","FRIDLEY","13.9",27,65
"587",25,8,"ATK","188171",NA,NA,"","",25,8,"ATK","188171","","",25,8,7,6,40,"AM",13,0,0,0,"0","","MARCUS HOOK","0023.3",42,64
"588",25,8,"UP","0825TO029",NA,NA,"","",25,8,"UP","0825TO029","","",25,8,31,10,6,"AM",12,14,5,2,"0","","FORT WORTH","251.61",48,78
"589",25,8,"BRS","250811004",NA,NA,"","",25,8,"BRS","250811004","","",25,8,11,11,30,"PM",1,0,0,0,"0","","BATON ROUGE","215.9",22,76
"590",25,8,"INRD","644345",NA,NA,"","",NA,NA,"","","","",25,8,12,7,15,"AM",1,1,1,0,"0","","INDIANAPOLIS","1.9",18,74
"591",25,8,"MNN","MNN8142025",NA,NA,"","",25,8,"MNN","MNN8142025","","",25,8,14,10,30,"AM",1,0,0,0,"0","","CROOKSTON","65",27,75
"592",25,8,"CSX","000228219",25,8,"ATK","188382",25,8,"CSX","000228219","","",25,8,21,8,31,"PM",9,0,0,0,"0","","LUDOWICI","0532.7",13,84
"593",25,8,"CSX","000226453",NA,NA,"","",25,8,"CSX","000226453","","",25,8,7,6,30,"AM",1,86,0,0,"0","","TERRA ALTA","0243.0",54,66
"594",25,8,"CSX","000226638",NA,NA,"","",25,8,"CSX","000226638","","",25,8,17,1,36,"PM",1,0,0,0,"0","","SUMMIT POINT","0016.5",54,90
"595",25,8,"UP","0825TO029",NA,NA,"","",25,8,"UP","0825TO029","","",25,8,31,10,6,"AM",12,13,1,0,"0","","FORT WORTH","251.61",48,78
"596",25,8,"CSX","000226387",NA,NA,"","",25,8,"CSX","000226387","","",25,8,4,1,17,"PM",1,0,0,0,"0","","BUFFALO","0434.0",36,82
"597",25,8,"BNSF","TC0825107",NA,NA,"","",25,8,"BNSF","TC0825107","","",25,8,12,6,37,"PM",1,0,0,0,"0","","MANDAN","199.3",38,80
"598",25,8,"BNSF","RD0825128",NA,NA,"","",25,8,"BNSF","RD0825128","","",25,8,21,12,20,"AM",1,0,0,0,"0","","ENID","543.8",40,70
"599",25,8,"ATK","188386",NA,NA,"","",25,8,"ATK","188386","","",25,8,26,9,36,"AM",3,0,0,0,"0","","NEW YORK","0000.0",36,75
"600",25,8,"ATK","188386",NA,NA,"","",25,8,"ATK","188386","","",25,8,26,9,36,"AM",3,0,0,0,"0","","NEW YORK","0000.0",36,75
"601",25,8,"NYSW","NYSW0013F",NA,NA,"","",25,8,"NYSW","NYSW0013F","","",25,8,20,2,26,"AM",1,0,0,0,"0","","JAMESVILLE","264.8",36,57
"602",25,8,"CXR","CXR252008A",NA,NA,"","",25,8,"CXR","CXR252008A","","",25,8,20,3,2,"PM",1,0,0,0,"0","","CHIVINGTON","772.9",8,95
"603",25,8,"CPKC","1002428098",NA,NA,"","",25,8,"CPKC","1002428098","","",25,8,1,1,0,"PM",12,1,0,0,"0","","DE QUEEN","433",5,81
"604",25,8,"CPKC","1002428098",NA,NA,"","",25,8,"CPKC","1002428098","","",25,8,1,1,0,"PM",12,10,1,0,"0","","DE QUEEN","433",5,81
"605",25,8,"NS","161120",NA,NA,"","",25,8,"E65","INDUSTRY","","",25,8,29,11,15,"AM",9,0,0,0,"0","","BRAITHWAITE","015.00",22,87
"606",25,8,"NOPB","NOPB0112F",NA,NA,"","",25,8,"NOPB","NOPB0112F","","",25,8,27,11,15,"AM",1,0,0,0,"0","","NEW ORLEANS","14.1",22,90
"607",25,8,"NS","160954",NA,NA,"","",25,8,"NS","160954","","",25,8,15,8,35,"AM",1,0,0,0,"0","","OSCEOLA","CD426.",18,72
"608",25,8,"BNSF","SW0825109",NA,NA,"","",25,8,"BNSF","SW0825109","","",25,8,30,11,59,"AM",3,0,0,0,"0","","WINSLOW","283.6",4,90
"609",25,8,"UP","0825MA005",NA,NA,"","",25,8,"UP","0825MA005","","",25,8,8,3,45,"PM",12,0,0,0,"0","","NORTH LITTLE ROCK","341.5",5,96
"610",25,8,"UP","0825MA012",NA,NA,"","",25,8,"UP","0825MA012","","",25,8,13,11,45,"PM",12,1,0,0,"0","","NORTH LITTLE ROCK","341.35",5,76
"611",25,8,"NS","160893",NA,NA,"","",25,8,"NS","160893","","",25,8,6,9,40,"PM",1,0,0,0,"0","","DECATUR","D373.0",17,78
"612",25,8,"BNSF","SW0825109",NA,NA,"","",25,8,"BNSF","SW0825109","","",25,8,30,11,59,"AM",3,0,0,0,"0","","WINSLOW","283.6",4,90
"613",25,8,"CSX","000226700",NA,NA,"","",25,8,"CSX","000226700","","",25,8,20,12,45,"AM",12,0,0,0,"0","","BIRMINGHAM","0389.0",1,75
"614",25,8,"BNSF","PR0825107",25,8,"UP","0825GP012",25,8,"UP","0825GP012","","",25,8,6,10,15,"PM",1,0,0,0,"0","","DENVER","0.57",8,79
"615",25,8,"ARZC","ARZ267025O",25,8,"BNSF","CA0825101",25,8,"ARZC","ARZ267025O","","",25,8,1,10,0,"AM",1,0,0,0,"0","","CADIZ","189.6",6,108
"616",25,8,"NS","160857",NA,NA,"","",25,8,"NS","160857","","",25,8,4,1,4,"PM",1,0,0,0,"0","","ELKHART","CD423.",18,82
"617",25,8,"ABS","250804003",NA,NA,"","",25,8,"ABS","250804003","","",25,8,4,3,0,"PM",1,0,0,0,"0","","TUSCALOOSA","74.4",1,80
"618",25,8,"TASD","D20250818",NA,NA,"","",25,8,"TASD","D20250818","","",25,8,18,2,55,"AM",1,0,0,0,"0","","MOBILE","0",1,77
"619",25,8,"BNSF","HL0825104",NA,NA,"","",25,8,"BNSF","HL0825104","","",25,8,9,5,12,"AM",1,0,0,0,"0","","LINCOLN","54.2",31,71
"620",25,8,"CSX","000226361",NA,NA,"","",25,8,"CSX","000226361","","",25,8,2,11,29,"PM",1,0,0,0,"0","","ST ALBANS","0000.7",54,79
"621",25,8,"BNSF","MT0825102",NA,NA,"","",25,8,"BNSF","MT0825102","","",25,8,8,6,0,"AM",1,0,0,0,"0","","GREAT FALLS","1.5",30,60
"622",25,8,"BNSF","MT0825201",NA,NA,"","",25,8,"BNSF","MT0825201","","919103T",25,8,3,5,0,"PM",7,1,0,0,"0","","POMPEYS PILLAR","196.7",30,87
"623",25,8,"TCT","580327",NA,NA,"","",25,8,"TCT","580327","","943618S",25,8,22,9,5,"AM",1,30,3,0,"0","","TEXAS CITY","1",48,80
"624",25,8,"UP","0825GP035",NA,NA,"","",25,8,"UP","0825GP035","","",25,8,24,12,30,"PM",1,0,0,0,"0","","NORTH PLATTE","287.5",31,67
"625",25,8,"BNSF","PR0825103",NA,NA,"","",25,8,"BNSF","PR0825103","","",25,8,5,12,10,"AM",1,0,0,0,"0","","DENVER","540.9",8,60
"626",25,8,"BNSF","CA0825116",NA,NA,"","",25,8,"BNSF","CA0825116","","",25,8,25,5,15,"AM",1,0,0,0,"0","","BARSTOW","1.2",6,80
"627",25,8,"BNSF","CH0825102",NA,NA,"","",25,8,"BNSF","CH0825102","","",25,8,1,5,21,"AM",1,0,0,0,"0","","EOLA","35.4",17,63
"628",25,8,"BNSF","TC0825113",NA,NA,"","",25,8,"BNSF","TC0825113","","",25,8,31,1,1,"AM",1,0,0,0,"0","","FRIDLEY","13.9",27,65
"629",25,8,"BNSF","CH0825111",NA,NA,"","",25,8,"BNSF","CH0825111","","",25,8,26,12,36,"PM",1,0,0,0,"0","","ROCHELLE","83.5",17,75
"630",25,8,"RTDC","345693",NA,NA,"","",25,8,"RTDC","345693","","906047B",25,8,4,9,21,"AM",7,0,0,0,"54","","AURORA","10.36",8,81
"631",25,8,"UP","0825GC011",NA,NA,"","",25,8,"UP","0825GC011","","",25,8,17,6,46,"PM",1,0,0,0,"0","","WESTLAKE","223.5",22,93
"632",25,8,"CPKC","1002438614",NA,NA,"","",25,8,"CPKC","1002438614","","",25,8,15,2,10,"PM",1,94,23,4,"0","","WATERTOWN","141.7",55,87
"633",25,8,"NS","161044",NA,NA,"","",25,8,"NS","161044","","",25,8,28,11,55,"AM",12,0,0,0,"0","","GREENSBORO","274.8",37,73
"634",25,8,"UP","0825TO026",NA,NA,"","",25,8,"UP","0825TO026","","794805M",25,8,22,2,30,"PM",7,0,0,0,"0","","FORNEY","194.1",48,93
"635",25,8,"NS","161120",NA,NA,"","",25,8,"E65","INDUSTRY","","",25,8,29,11,15,"AM",9,0,0,0,"0","","BRAITHWAITE","015.00",22,87
"636",25,8,"CSX","000226659",NA,NA,"","",25,8,"CSX","000226659","","",25,8,17,3,4,"PM",1,0,0,0,"0","","ENFIELD","0100.0",37,90
"637",25,8,"WTRY","WTR280425G",NA,NA,"","",25,8,"WTRY","WTR280425G","","629459A",25,8,25,7,25,"AM",7,1,0,0,"0","","WILMINGTON","250.74",37,76
